今日新增治愈,今日新增确诊,城市,更新日期,现有确诊,省份,累计死亡,累计治愈,累计确诊
0,0,长治,2020-05-30 09:19:23,0,山西,0,8,8
0,0,朔州,2020-05-30 09:19:23,0,山西,0,8,8
0,0,临汾,2020-05-30 09:19:23,0,山西,0,2,2
0,0,阳泉,2020-05-30 09:19:23,0,山西,0,4,4
0,0,吕梁,2020-05-30 09:19:23,0,山西,0,6,6
0,0,境外输入,2020-05-30 09:19:23,0,甘肃,0,47,47
0,0,兰州,2020-05-30 09:19:23,0,甘肃,2,35,37
0,0,定西,2020-05-30 09:19:23,0,甘肃,0,9,9
0,0,地区待确认,2020-05-30 09:19:23,0,甘肃,0,0,0
0,0,平凉,2020-05-30 09:19:23,0,甘肃,0,9,9
0,0,庆阳,2020-05-30 09:19:23,0,甘肃,0,3,3
0,0,白银,2020-05-30 09:19:23,0,甘肃,0,4,4
0,0,甘南州,2020-05-30 09:19:23,0,甘肃,0,8,8
0,0,天水,2020-05-30 09:19:23,0,甘肃,0,12,12
0,0,陇南,2020-05-30 09:19:23,0,甘肃,0,4,4
0,0,临夏,2020-05-30 09:19:23,0,甘肃,0,3,3
0,0,张掖,2020-05-30 09:19:23,0,甘肃,0,2,2
0,0,金昌,2020-05-30 09:19:23,0,甘肃,0,1,1
